uid,kind,title,coverTitle,score,overlap%,status,publisher
"IH-ENG-0255","표지불일치","초비출 영단어 중학 기본","뜯어먹는 중학 기본 영단어 1200","12","75","found","좋은책신사고"
"IH-ENG-0056","표지불일치","POP 초등영어 교과서 영단어","초등영어 교과서 영단어 1단계 3학년 과정","15","75","found","천재교육"
"IH-ENG-0062","표지불일치","키즈 리딩 Reading Key","미국교과서 읽는 리딩 Easy 1 AMERiCAN SCHOOL TEXTBOOK Reading KEY","15","75","found","키출판사"
"IH-ENG-0212","표지불일치","Reading/Grammar/Listening TAPA","TOEFL (R) Itp Test: Listening, Grammar &amp; Reading (English German Edition)","30","75","found","기존마스터후보"
"IH-ENG-0287","표지불일치","문법이 쓰기다 서술형 (중1)","중학 영문법 문법이 쓰기다 서술형 집중훈련 1학년","33","75","found","키출판사"
"IH-ENG-0288","표지불일치","문법이 쓰기다 서술형 (중2)","중학 영문법 문법이 쓰기다 서술형 집중훈련 1학년","33","75","found","키출판사"
"IH-ENG-0298","표지불일치","중학 단어가 읽기다 (중1)","중학 영단어 단어가 읽기다 기본편","33","75","found","키출판사"
"IH-ENG-0406","표지불일치","문법이 쓰기다 서술형 (중3)","중학 영문법 문법이 쓰기다 서술형 집중훈련 1학년","33","75","found","키출판사"
"IH-ENG-0007","표지불일치","왓츠 Reading 30-100","왓츠 리딩 (What’s Reading) 30/40","36","75","found","기존마스터후보"
"IH-ENG-0045","표지불일치","이그잼 영문법 1500제 Lv.1","이그잼 Exam 중학 영문법 1500제 Level 2","36","75","found","좋은책신사고"
"IH-ENG-0175","표지불일치","이그잼 영문법 1500제 Lv.3","이그잼 Exam 영문법 1500제 Level 3","36","75","found","좋은책신사고"
"IH-ENG-0237","표지불일치","그래머 와이즈 Starter/Lv.1","Grammar Wise Starter 그래머 와이즈 스타터","36","75","found","좋은책신사고"
"IH-ENG-0242","표지불일치","이그잼 영문법 1500제 Lv.1","이그잼 Exam 영문법 1500제 Level 3","36","75","found","좋은책신사고"
"IH-ENG-0270","표지불일치","구문이 독해다 Starter (초6)","중학 영어, 구문이 독해다 Starter","36","75","found","키출판사"
"IH-ENG-0292","표지불일치","미국교과서 읽는 영단어 KEY 1","미국교과서 읽는 리딩 Reading Key Preschool Starter 1","36","75","found","키출판사"
"IH-ENG-0293","표지불일치","미국교과서 읽는 영단어 KEY 2","미국교과서 읽는 리딩 Reading Key Preschool Starter 2","36","75","found","키출판사"
"IH-ENG-0294","표지불일치","미국교과서 읽는 영단어 KEY 3","미국교과서 읽는 리딩 Sight Word Key 3","36","75","found","키출판사"
"IH-ENG-0295","표지불일치","미국교과서 읽는 영단어 KEY 4","미국교과서 읽는 영단어 Grade 4","36","75","found","키출판사"
"IH-ENG-0296","표지불일치","미국교과서 읽는 영단어 KEY 5","미국교과서 읽는 리딩 Easy 1~3 + 영단어 1~2 세트","36","75","found","키출판사"
"IH-ENG-0297","표지불일치","미국교과서 읽는 영단어 KEY 6","미국교과서 읽는 영단어 Grade 6","36","75","found","키출판사"
"IH-ENG-0456","표지불일치","기출의 바이블 영어영역 듣기","EBS 기출의 미래 영어영역 영어 듣기 (2018년)","36","75","found","이투스북"
"IH-ENG-0639","표지불일치","해커스 토익(TOEIC) 보카","해커스 토익 보카 TAPE","39","75","needs_review","해커스어학연구소"
"IH-ENG-0455","표지불일치","531 PROJECT 영어 독해","531 프로젝트 PROJECT 영어 구문독해를 빠르게 S (Speedy) (2018년용)","40","75","found","이투스북"
"IH-ENG-0073","표지불일치","Oxford Discover / Science / Futures","Oxford Discover Science: Level 1: Student Book with Online Practice","42","75","found","기존마스터후보"
"IH-ENG-0311","표지불일치","Active English Grammar 2nd","Active English Grammar 3 : Student Book","42","75","found","기존마스터후보"
"IH-ENG-0609","표지불일치","100발 100중 중등 영어","100발 100중 기출문제집 1학기 기말고사 중1 영어 비상 김진완 (2024년용)","42","75","found","기타(보강)"
"IH-ENG-0638","표지불일치","TEPS VOCA (서울대·넥서스)","서울대 최신기출 NEW TEPS VOCA","42","75","needs_review","넥서스"
"IH-ENG-0445","표지불일치","N기출 영어영역 고1 전국연합","N기출 전국연합학력평가 고1 영어영역 (2018년)","43","75","found","미래엔"
"IH-ENG-0451","표지불일치","전국연합 고1 영어 (기출)","Xistory 자이스토리 전국연합 모의고사 고1 영어 (2026년)","50","75","found","수경출판사/자이스토리"
"IH-ENG-0544","표지불일치","전국연합 고2 영어 (기출)","Xistory 자이스토리 전국연합 모의고사 고2 영어 (2026년)","50","75","found","수경출판사/자이스토리"
"IH-ENG-0061","표지불일치","미국식으로 읽는 리딩 Reading Key","미국교과서 읽는 리딩 Easy 1 AMERiCAN SCHOOL TEXTBOOK Reading KEY","19","80","found","키출판사"
"IH-ENG-0574","표지불일치","수능영어 빈출&기출 영단어가 전략이다","수능 영어, 빈출 기출 영단어가 전략이다","22","80","found","키출판사"
"IH-ENG-0300","표지불일치","키 중학 영단어 (중2~예비고)","키 중학 영단어 2권 (중3, 예비고)","37","80","found","키출판사"
"IH-ENG-0301","표지불일치","중학 열공법 (명쾌한 문제 대공략)","중학 영문법, 명쾌한 문제 대공략 - 중1","37","80","found","키출판사"
"IH-ENG-0196","표지불일치","미국교과서 읽는 ASTB LISTENING KEY 1","미국교과서 읽는 리스닝 &amp; 스피킹 Listening &amp; Speaking Key Prek 준비편 1","43","80","found","키출판사"
"IH-ENG-0397","표지불일치","매일 3단계로 푸는 영어독해 (입문)","매3영 매일 지문 3단계로 푸는 영어독해 교육청 기출 고1 (2016년)","43","80","found","키출판사"
"IH-ENG-0163","표지불일치","미래엔 교과서 영어 자습서·평가문제집","미래엔 중학교 영어 3 자습서+ 3-1 평가문제집 (전2권) 최연희","54","80","found","미래엔"
"IH-ENG-0563","표지불일치","연도별 모의고사 고3 영어 (기출)","2027 수능대비 Xistory 자이스토리 수능 연도별 모의고사 고3 영어 (2026년)","54","80","found","수경출판사/자이스토리"
"IH-ENG-0193","표지불일치","미국교과서 읽는 리딩 Reading Key (초3)","미국교과서 읽는 리딩 Basic 3 AMERiCAN SCHOOL TEXTBOOK Reading KEY","47","83","found","키출판사"
"IH-ENG-0194","표지불일치","미국교과서 읽는 리딩 Reading Key (초4)","미국교과서 읽는 리딩 Reading Key Pre-K 세트","47","83","found","키출판사"
"IH-ENG-0426","표지불일치","Listening Booster 기본 듣기 모의고사 20회","LISTENING BOOSTER 리스닝 부스터 기본 수능 듣기유형분석 &amp; 영어듣기 모의고사 20회","54","83","found","YBM"
"IH-ENG-0197","표지불일치","미국교과서 읽는 리스닝 LISTENING SPEAKING Key K3","미국교과서 읽는 리스닝 &amp; 스피킹 Listening &amp; Speaking Key Prek 준비편 3","54","86","found","키출판사"
"IH-ENG-0209","표지불일치","ReadingGraphy 1-4","ReadingGraphy (리딩그라피) Level 4","28","100","found","기존마스터후보"
"IH-ENG-0151","표지불일치","제대로 영작문 2","제대로 영작문 4 완성 + 제대로 영작문 5 심화 세트","29","100","found","다락원"
"IH-ENG-0246","표지불일치","진짜 비교영문법","진짜 잘 이해되는 비교영문법 고등","32","100","found","좋은책신사고"
"IH-ENG-0383","표지불일치","어법·어휘 완성","Xistory 자이스토리 영어 어법&#183;어휘 완성 (2026년)","32","100","found","수경출판사/자이스토리"
"IH-ENG-0454","표지불일치","어법·어휘 실전","2027 수능대비 Xistory 자이스토리 영어 어법&#183;어휘 실전 (2026년)","32","100","found","수경출판사/자이스토리"
"IH-ENG-0018","표지불일치","LET'S GO to the English World","Let&#39;s go to the English World Phonics 3","33","100","found","천재교육"
"IH-ENG-0046","표지불일치","진짜 중학 영문법 1","진짜 잘 이해되는 중학 영문법 1","33","100","found","좋은책신사고"
"IH-ENG-0150","표지불일치","내공 중학 영작문 1","내공 중학 영작문 3","33","100","found","다락원"
"IH-ENG-0184","표지불일치","바로 쓰는 문법","바로 문장 쓰는 문법 LEVEL 1","33","100","found","천재교육"
"IH-ENG-0185","표지불일치","3초 보카 중학","3초 보카 VOCA 중학","33","100","found","천재교육"
"IH-ENG-0243","표지불일치","진짜 고교 영문법 1","진짜 잘 이해되는 고교 영문법 1","33","100","found","좋은책신사고"
"IH-ENG-0244","표지불일치","진짜 고교 영문법 1","진짜 잘 이해되는 고교 영문법 2","33","100","found","좋은책신사고"
"IH-ENG-0245","표지불일치","진짜 고교 영문법 2","진짜 잘 이해되는 고교 영문법 2","33","100","found","좋은책신사고"
"IH-ENG-0247","표지불일치","진짜 중학 영문법 1","진짜 잘 이해되는 중학 영문법 2","33","100","found","좋은책신사고"
"IH-ENG-0417","표지불일치","고등 단어가 읽기다","고등 영단어 단어가 읽기다","33","100","found","키출판사"
"IH-ENG-0472","표지불일치","부스터 보카 수능","부스터 보카 BOOSTER VOCA (수능 편)","33","100","found","YBM"
"IH-ENG-0617","표지불일치","Merriam-Webster's Vocabulary Builder","Merriam-Webster&#39;s Vocabulary Builder","34","100","found","해외원서(특목고)"
"IH-ENG-0004","표지불일치","Smart Reading 1-6","Smart Reading 6-1 (180 Words)","35","100","found","기존마스터후보"
"IH-ENG-0462","표지불일치","블랙라벨 VOCA","블랙라벨 커넥티드 VOCA","35","100","found","진학사"
"IH-ENG-0478","표지불일치","수능유형 PICK","수능유형 픽 PICK 독해 기본","35","100","found","기존마스터후보"
"IH-ENG-0043","표지불일치","그래머 와이즈 Starter","Grammar Wise Starter 그래머 와이즈 스타터","36","100","found","좋은책신사고"
"IH-ENG-0280","표지불일치","고공행진 중학 영문법 1","중학 고공행진(중학 내신 고득점 + 고등학교 공략) 영문법 Level 1","36","100","found","키출판사"
"IH-ENG-0281","표지불일치","고공행진 중학 영문법 2","중학 고공행진(중학 내신 고득점 + 고등학교 공략) 영문법 Level 2","36","100","found","키출판사"
"IH-ENG-0402","표지불일치","고공행진 중학 영문법 3","중학 고공행진(중학 내신 고득점 + 고등학교 공략) 영문법 Level 3","36","100","found","키출판사"
"IH-ENG-0009","표지불일치","Smart Phonics 3rd","[3판]Smart Phonics 2 : Student Book (3rd Edition)","39","100","found","기존마스터후보"
"IH-ENG-0272","표지불일치","고공행진 중학 영어 독해 1","중학 고공행진(중학 내신 고득점 + 고등학교 공략) 영어 독해 Level 1","40","100","found","키출판사"
"IH-ENG-0273","표지불일치","고공행진 중학 영어 독해 2","중학 고공행진(중학 내신 고득점 + 고등학교 공략) 영어 독해 Level 2","40","100","found","키출판사"
"IH-ENG-0395","표지불일치","고공행진 중학 영어 독해 3","중학 고공행진(중학 내신 고득점 + 고등학교 공략) 영어 독해 Level 3","40","100","found","키출판사"
"IH-ENG-0577","표지불일치","매3영 빈순삽 (빈칸·순서·삽입)","매3영 빈순삽 : 매일 3개씩 푸는 영어독해 빈칸 순서 삽입","41","100","found","키출판사"
"IH-ENG-0084","표지불일치","Reading Voyage","Reading Voyage STARTER 3","42","100","found","다락원"
"IH-ENG-0159","표지불일치","메가스터디 중학영문법 Level 1","메가스터디 중학영문법 Level 레벨3","42","100","found","메가스터디북스"
"IH-ENG-0160","표지불일치","Reading Bite Grade 1","리딩바이트 READING BITE GRADE 3","42","100","found","미래엔"
"IH-ENG-0217","표지불일치","Writing Avenue","Writing Avenue 4 (Paragraph Writing)","42","100","found","다락원"
"IH-ENG-0067","표지불일치","미국교과서 읽는 리딩 Phonics 1","미국교과서 읽는 리딩 Phonics Key 1","43","100","found","키출판사"
"IH-ENG-0565","표지불일치","Word Master EBS 파이널","Word Master 워드마스터 EBS 파이널 1200","43","100","found","이투스북"
"IH-ENG-0605","표지불일치","보카바이블 (Voca Bible)","VOCA Bible 보카바이블 3.0","45","100","found","기타(보강)"
"IH-ENG-0458","표지불일치","Word Master 고등 Basic","워드마스터 Word Master 고등 베이직 Basic","46","100","found","이투스북"
"IH-ENG-0566","표지불일치","Word Master 하이퍼 2000","Word Master 워드마스터 하이퍼 2000","46","100","found","이투스북"
"IH-ENG-0596","표지불일치","Insight Reading (인사이트 리딩)","Reading Insight 리딩 인사이트 5","46","100","found","NE능률"
"IH-ENG-0399","표지불일치","매3영 전국연합 학력평가 기출 (고1)","매3영 매일 3단계로 푸는 영어독해 전국연합 학력평가 기출 고1 (2018년)","47","100","found","키출판사"
"IH-ENG-0465","표지불일치","매3영 전국연합 학력평가 기출 (고2)","매3영 매일 3단계로 푸는 영어독해 전국연합 학력평가 기출 고2 (2018년)","47","100","found","키출판사"
"IH-ENG-0488","표지불일치","메가스터디 N제 영어영역 어법·어휘","메가스터디 N제 영어영역 어법&#183;어휘 222제","47","100","found","메가스터디북스"
"IH-ENG-0569","표지불일치","매3영 고1 전국연합 학력평가 기출","매3영 매일 3단계로 푸는 영어독해 전국연합 학력평가 기출 고1 (2018년)","47","100","found","키출판사"
"IH-ENG-0579","표지불일치","매3영 고2 전국연합 학력평가 기출","매3영 매일 3단계로 푸는 영어독해 전국연합 학력평가 기출 고2 (2018년)","47","100","found","키출판사"
"IH-ENG-0599","표지불일치","그래머 게이트웨이 (Grammar Gateway)","해커스 그래머 게이트웨이 베이직 (Grammar Gateway Basic)","49","100","found","해커스어학연구소"
"IH-ENG-0604","표지불일치","Reading Expert (리딩 엑스퍼트)","Junior Reading Expert 주니어 리딩 엑스퍼트 Level 4","49","100","found","NE능률"
"IH-ENG-0066","표지불일치","미국교과서 읽는 리딩 Sight word 1","미국교과서 읽는 리딩 Sight Word Key 1","50","100","found","키출판사"
"IH-ENG-0470","표지불일치","Reading Booster 영어독해 모의고사 15회","READING BOOSTER 리딩 부스터 영어독해 모의고사 15회","53","100","found","YBM"
"IH-ENG-0482","표지불일치","수능연계 기출 Vaccine VOCA 2200","EBS 수능연계 기출 Vaccine VOCA 백신 보카 2200 (2026년용)","53","100","found","기존마스터후보"
"IH-ENG-0059","표지불일치","미국교과서 읽는 리딩 Reading Key Starter","미국교과서 읽는 리딩 Reading Key Preschool Starter 4","54","100","found","키출판사"
"IH-ENG-0060","표지불일치","미국교과서 읽는 리딩 Reading Key Starter 1","미국교과서 읽는 리딩 Reading Key Preschool Starter 1","54","100","found","키출판사"
"IH-ENG-0603","표지불일치","오 마이 그래머 (Oh My Grammar)","Oh! My Grammar (오! 마이 그래머) 2","54","100","found","비상교육"
"IH-ENG-0002","이상한제목","30-word Reading","","","","","기존마스터후보"
"IH-ENG-0003","이상한제목","Reading Future","","","","","기존마스터후보"
"IH-ENG-0005","이상한제목","Vivid Reading","","","","","기존마스터후보"
"IH-ENG-0022","이상한제목","Alphabet Key","","","","","키출판사"
"IH-ENG-0024","이상한제목","STEAM Reading","","","","","기존마스터후보"
"IH-ENG-0025","이상한제목","Wonderful World","","","","","기존마스터후보"
"IH-ENG-0036","이상한제목","자이스토리 예비 중등 영어 독해 시리즈 Level 1~2","","","","","수경출판사/자이스토리"
"IH-ENG-0047","이상한제목","라이팅 와이즈 Lv.1-1","","","","","좋은책신사고"
"IH-ENG-0048","이상한제목","라이팅 와이즈 Lv.1-2","","","","","좋은책신사고"
"IH-ENG-0075","이상한제목","345 Grammar","","","","","기존마스터후보"
"IH-ENG-0084","이상한제목","Reading Voyage","","","","","다락원"
"IH-ENG-0101","이상한제목","라이팅 와이즈 Lv.2-1","","","","","좋은책신사고"
"IH-ENG-0102","이상한제목","라이팅 와이즈 Lv.2-2","","","","","좋은책신사고"
"IH-ENG-0130","이상한제목","Time for Grammar (Basic/Intermediate/Advanced/Expert)","","","","","YBM"
"IH-ENG-0143","이상한제목","Fundamental Reading","","","","","다락원"
"IH-ENG-0156","이상한제목","마더텅 중학영문법 3800제 스타터/중학영문법 3800제/워크북/중간·기말대비편/쓰기","","","","","마더텅"
"IH-ENG-0166","이상한제목","자이스토리 중등 포인트리딩 시리즈 Level 1~4","","","","","수경출판사/자이스토리"
"IH-ENG-0176","이상한제목","라이팅 와이즈 Lv.3-1","","","","","좋은책신사고"
"IH-ENG-0177","이상한제목","라이팅 와이즈 Lv.3-2","","","","","좋은책신사고"
"IH-ENG-0209","이상한제목","ReadingGraphy 1-4","","","","","기존마스터후보"
"IH-ENG-0210","이상한제목","Grammar Inside","","","","","기존마스터후보"
"IH-ENG-0214","이상한제목","Best Phonics","","","","","기존마스터후보"
"IH-ENG-0216","이상한제목","Phonics Monster","","","","","기존마스터후보"
"IH-ENG-0217","이상한제목","Writing Avenue","","","","","다락원"
"IH-ENG-0248","이상한제목","라이팅 와이즈 Lv.1-1~3-2","","","","","좋은책신사고"
"IH-ENG-0260","이상한제목","Listening POP","","","","","천재교육"
"IH-ENG-0306","이상한제목","1316 Reading","","","","","기존마스터후보"
"IH-ENG-0310","이상한제목","1316 Grammar","","","","","기존마스터후보"
"IH-ENG-0312","이상한제목","GRAMMAR Q","","","","","기존마스터후보"
"IH-ENG-0313","이상한제목","Grammar in","","","","","기존마스터후보"
"IH-ENG-0415","이상한제목","Vocabulary Key","","","","","키출판사"
"IH-ENG-0438","이상한제목","Reading Discovery","","","","","기존마스터후보"
"IH-ENG-0474","이상한제목","천일문 입문/기본/핵심/완성","","","","","기존마스터후보"
"IH-ENG-0481","이상한제목","Grammar/Reading/Listening/Voca POWER","","","","","기존마스터후보"
"IH-ENG-0553","이상한제목","Power Reading","","","","","기존마스터후보"
"IH-ENG-0620","이상한제목","Understanding and Using English Grammar (Azar)","","","","","해외원서(특목고)"
"IH-ENG-0618","표지없음","Direct Hits Core Vocabulary (SAT)","","","","not_found","해외원서(특목고)"
"IH-ENG-0624","표지없음","NorthStar (Pearson)","","","","not_found","해외원서(특목고)"
"IH-ENG-0625","표지없음","Oxford Bookworms Library (원서 리딩)","","","","not_found","해외원서(특목고)"
"IH-ENG-0628","표지없음","They Say / I Say (학술 글쓰기)","","","","not_found","해외원서(특목고)"
"IH-ENG-0630","표지없음","The Official SAT Study Guide (College Board)","","","","not_found","해외원서(특목고)"
"IH-ENG-0644","표지없음","Barron's SAT 1100 Words","","","","not_found","해외원서(특목고)"
"IH-ENG-0002","매칭출처유실","30-word Reading","","","","found","기존마스터후보"
"IH-ENG-0086","매칭출처유실","Grammar Mate 1","","","","found","다락원"
"IH-ENG-0087","매칭출처유실","Grammar plus Writing Start 1","","","","found","다락원"
"IH-ENG-0088","매칭출처유실","디딤돌 초등 문법으로 Writing","","","","found","디딤돌"
"IH-ENG-0089","매칭출처유실","자이스토리 예비 중등 영어 독해","","","","found","수경출판사/자이스토리"
"IH-ENG-0090","매칭출처유실","자이스토리 중등 영어 독해 기본","","","","found","수경출판사/자이스토리"
"IH-ENG-0091","매칭출처유실","바로바로 초등 영문법 총정리","","","","found","수경출판사/자이스토리"
"IH-ENG-0092","매칭출처유실","자이스토리 중등 영문법 총정리 시리즈 중1~중3","","","","found","수경출판사/자이스토리"
"IH-ENG-0093","매칭출처유실","리딩 와이즈 Lv.2","","","","found","좋은책신사고"
"IH-ENG-0094","매칭출처유실","이그잼 듣기모의고사 25회 Lv.2","","","","found","좋은책신사고"
"IH-ENG-0095","매칭출처유실","그래머 와이즈 Lv.2","","","","found","좋은책신사고"
"IH-ENG-0096","매칭출처유실","그래써 중학 영문법 개념마스터 Lv.2","","","","found","좋은책신사고"
"IH-ENG-0097","매칭출처유실","그래써 중학 영문법 문제마스터 Lv.1","","","","found","좋은책신사고"
"IH-ENG-0098","매칭출처유실","그래써 중학 영문법 문제마스터 Lv.2","","","","found","좋은책신사고"
"IH-ENG-0099","매칭출처유실","이그잼 영문법 1500제 Lv.2","","","","found","좋은책신사고"
"IH-ENG-0100","매칭출처유실","진짜 중학 영문법 2","","","","found","좋은책신사고"
"IH-ENG-0101","매칭출처유실","라이팅 와이즈 Lv.2-1","","","","found","좋은책신사고"
"IH-ENG-0102","매칭출처유실","라이팅 와이즈 Lv.2-2","","","","found","좋은책신사고"
"IH-ENG-0103","매칭출처유실","별 VOCA 중학 영단어 기본","","","","found","좋은책신사고"
"IH-ENG-0104","매칭출처유실","진짜 중학 영단어 1500","","","","found","좋은책신사고"
"IH-ENG-0105","매칭출처유실","초빈출 영단어 중학 발전","","","","found","좋은책신사고"
"IH-ENG-0106","매칭출처유실","룩북 / 원서 읽는 룩북","","","","found","천재교육"
"IH-ENG-0107","매칭출처유실","MY VOCA 1800 Starter","","","","found","천재교육"
"IH-ENG-0108","매칭출처유실","해법 신입생 영어","","","","found","천재교육"
"IH-ENG-0109","매칭출처유실","구문이 독해다","","","","found","키출판사"
"IH-ENG-0110","매칭출처유실","구문이 독해다 Starter (초등)","","","","found","키출판사"
"IH-ENG-0111","매칭출처유실","미국교과서 읽는 리딩 Reading Key 1","","","","found","키출판사"
"IH-ENG-0112","매칭출처유실","미국교과서 읽는 리딩 Reading Key Plus","","","","found","키출판사"
"IH-ENG-0113","매칭출처유실","미국교과서 읽는 리딩 Reading Key Plus 1","","","","found","키출판사"
"IH-ENG-0114","매칭출처유실","미국교과서 읽는 리스닝&스피킹 Listening & Speaking Key","","","","found","키출판사"
"IH-ENG-0115","매칭출처유실","미국교과서 읽는 리스닝&스피킹 Listening & Speaking Key 1","","","","found","키출판사"
"IH-ENG-0116","매칭출처유실","문법이 쓰기다","","","","found","키출판사"
"IH-ENG-0117","매칭출처유실","문법이 쓰기다 Starter 1","","","","found","키출판사"
"IH-ENG-0118","매칭출처유실","문법이 쓰기다 Starter 2","","","","found","키출판사"
"IH-ENG-0119","매칭출처유실","단어가 읽기다 (초3)","","","","found","키출판사"
"IH-ENG-0120","매칭출처유실","단어가 읽기다 (초4)","","","","found","키출판사"
"IH-ENG-0121","매칭출처유실","연타 중학영어 구문+독해 Lv.1","","","","found","YBM"
"IH-ENG-0122","매칭출처유실","Good Reading 1","","","","found","YBM"
"IH-ENG-0123","매칭출처유실","I Love Reading 1","","","","found","YBM"
"IH-ENG-0124","매칭출처유실","Reading Prime 1","","","","found","YBM"
"IH-ENG-0125","매칭출처유실","알리GO올리GO 독해 1","","","","found","YBM"
"IH-ENG-0126","매칭출처유실","Good Listening 1","","","","found","YBM"
"IH-ENG-0127","매칭출처유실","적중 100% 중학 영어듣기 모의고사 20회 (LV.1)","","","","found","YBM"
"IH-ENG-0128","매칭출처유실","Good Grammar 1","","","","found","YBM"
"IH-ENG-0129","매칭출처유실","I Love Grammar 1","","","","found","YBM"
"IH-ENG-0130","매칭출처유실","Time for Grammar (Basic/Intermediate/Advanced/Expert)","","","","found","YBM"
"IH-ENG-0131","매칭출처유실","YBM 중학 영문법 1","","","","found","YBM"
"IH-ENG-0132","매칭출처유실","문제로 풀자 중학영문법 (레벨 1)","","","","found","YBM"
"IH-ENG-0133","매칭출처유실","알리GO올리GO 문법 1","","","","found","YBM"
"IH-ENG-0134","매칭출처유실","알리GO올리GO 서술형쓰기 1","","","","found","YBM"
"IH-ENG-0135","매칭출처유실","연타 중학영어 문법+쓰기 Lv.1","","","","found","YBM"
"IH-ENG-0136","매칭출처유실","1등급 중학 영단어 (기본/실력/완성편)","","","","found","YBM"
"IH-ENG-0137","매칭출처유실","BOOSTER VOCA (중등기본/실력/완성)","","","","found","YBM"
"IH-ENG-0138","매칭출처유실","쓰면서 바로 외우는 중학 영단어 (기본/완성편)","","","","found","YBM"
"IH-ENG-0139","매칭출처유실","Reading Juice Plus","","","","found","기존마스터후보"
"IH-ENG-0140","매칭출처유실","Step by Step 초등 영문법/영구문, 독해의 힘","","","","found","기존마스터후보"
"IH-ENG-0141","매칭출처유실","기적의 영문법","","","","found","길벗스쿨"
"IH-ENG-0142","매칭출처유실","내공 중학영어구문 1","","","","found","다락원"
"IH-ENG-0143","매칭출처유실","Fundamental Reading","","","","found","다락원"
"IH-ENG-0144","매칭출처유실","Reading for Subject 2nd Ed 1","","","","found","다락원"
"IH-ENG-0145","매칭출처유실","Grammar ViSTA 1","","","","found","다락원"
"IH-ENG-0146","매칭출처유실","내신공략 중학영문법","","","","found","다락원"
"IH-ENG-0147","매칭출처유실","시험에 강한 중학영문법","","","","found","다락원"
"IH-ENG-0148","매칭출처유실","쓰담쓰담 내신영문법 1","","","","found","다락원"
"IH-ENG-0225","매칭출처유실","신사고 기본영어 필수구문편","","","","found","좋은책신사고"
"IH-ENG-0240","매칭출처유실","다트 문법편","","","","found","좋은책신사고"
"IH-ENG-0250","매칭출처유실","별 VOCA 고등 의미연상 영단어","","","","found","좋은책신사고"
"IH-ENG-0385","매칭출처유실","다트 유형독해 실전편","","","","found","좋은책신사고"
"IH-ENG-0460","매칭출처유실","컨셉 영어독해 약점유형 모의고사 20회","","","","found","좋은책신사고"
"IH-ENG-0549","매칭출처유실","3초보카 수능편","","","","found","천재교육"
